date,title
JULY 5 2019,How Emmanuel Macron won the battle over the EU’s top jobs
,German factory data adds to European economic gloom
,Hedge fund Marshall Wace cranks up bets against Germany Inc
JULY 4 2019,German Bund yield plumbs new low on stimulus expectations
JULY 3 2019,Why has the new Bauhaus Museum in Weimar proved so controversial?
,EU leaders’ choice Von der Leyen starts MEP charm offensive
JULY 2 2019,Germany shows Facebook might be on to something with Libra
,Von der Leyen’s elevation sparks bafflement in Germany
,Christine Lagarde and Ursula von der Leyen: meet the EU’s next leaders
,German murder case raises fears of neo-Nazi resurgence
JUNE 30 2019,Germany’s Green surge leaves Social Democrats fearing irrelevance
JUNE 28 2019,Rieslings to be cheerful: Germany’s wine revolution
JUNE 27 2019,German police make further arrests over killing of politician
,"Germany’s Angela Merkel seen shaking again, raising health fears"
,Angela Merkel seen shaking for second time
JUNE 26 2019,German radical right threatens the survival of democracy
JUNE 25 2019,Europe on alert as ‘dangerous’ heatwave approaches
JUNE 24 2019,German SPD reshapes rules to allow joint bids for leadership
,German business leaders add to economic gloom — Ifo
,Allianz and Santander end Spanish life insurance joint venture
JUNE 20 2019,Germany on edge as neo-Nazis turn attention to mainstream figures
,EU 2050 climate target blocked by eastern nations
JUNE 18 2019,"Truly, madly, deeply, negative in Sintra"
,Berlin to impose 5-year rent freeze amid anger at rising prices
,German economic sentiment plummets in June — Zew
JUNE 17 2019,Spain joins Franco-German alliance to develop fighter jet 
,Far-right extremism suspected in Merkel ally’s murder
,Germany’s economic model is not the problem
JUNE 16 2019,"Five reasons to live in Stuttgart, Germany"
JUNE 15 2019,Germany to back EU-wide target for net zero emissions
JUNE 14 2019,‘Görliwood’ stars in German far-right political drama
,City stats: Berlin versus Brussels
JUNE 13 2019,News from Germany by Heidi Tworek — the power of propaganda
,5G auctions/Germany: alles oops
,German government warns on economic headwinds
,"Eurozone’s April industrial output falls, adding to slowdown woes"
JUNE 12 2019,Franco-German tension complicates race for EU’s top jobs
,Ambitious reforms in Germany are long overdue
,Germany raises €6.6bn in hard-fought 5G spectrum auction
,KKR/German media: Springer zinger 
,Germany sells 10-year Bunds at lowest yield on record
JUNE 11 2019,Germany’s ‘carland’ braces for electric shock
,Former Deutsche Bank executive accused of cheating on Euribor
,Corporate defaults are picking up across the heartland of Europe
,"German economy slides into negative territory, June survey shows"
JUNE 10 2019,Flying taxi start-up plans to create ‘hundreds’ of London tech jobs
JUNE 9 2019,Eastern Germany on the brink of demographic collapse
JUNE 8 2019,Fears mount over eurozone spillover from trade war
JUNE 7 2019,Rent-freeze plan sends shares in German property groups tumbling
,German central bank warns ‘lacklustre exports’ taking toll on economy
JUNE 5 2019,German factory orders climb more than expected
,German security agencies want access to home devices
JUNE 4 2019,German industry says it has lost trust in Merkel coalition
JUNE 3 2019,Inside the Bauhaus showhouse
,European mainstream parties are reeling even as the centre holds
,Germany’s SPD starts quest for leader as senior figures pass chalice
,Italian factory sector shrinks for eighth month in a row
JUNE 2 2019,German SPD crisis deepens as Nahles resigns as leader
,European defence industry wrongfooted by Saudi weapons ban
JUNE 1 2019,Danish centre-left woos voters with tough immigration stance
MAY 31 2019,"German inflation slows in May, official data show"
,"Jens Weidmann, the German who wants to climb to the top of the ECB"
MAY 30 2019,European green wave pushes environment to top of political agenda
MAY 29 2019,Labour shortages pose biggest challenge for France and Germany
,Germany’s unemployment rate rises for first time since 2013
MAY 28 2019,ECB contender Weidmann: a star at home facing scepticism abroad
,Merkel defends Weber’s run for European Commission president
,Eurozone economic sentiment picks up for first time in a year
,Germany’s AKK rebuked over comments on internet campaigning
MAY 27 2019,Green parties emerge as big winners in European Parliament elections
